symbol;available_exchanges;currency_base;currency_quote
STQ/USD;"[""Synthetic""]";Storiqa;US Dollar
STRAT/BTC;"[""Binance"",""Bittrex"",""HitBTC""]";Stratis;Bitcoin
STRAT/ETH;"[""Binance"",""Bittrex"",""HitBTC""]";Stratis;Ethereum
STRAT/KRW;"[""Upbit""]";Stratis;Korean Won
STRAT/USD;"[""Binance"",""HitBTC""]";Stratis;US Dollar
STS/BTC;"[""YoBit""]";Stress;Bitcoin
STS/USD;"[""Synthetic""]";Stress;US Dollar
STV/USD;"[""Synthetic""]";Sativacoin;US Dollar
STX/BTC;"[""HitBTC""]";Stox;Bitcoin
STX/ETH;"[""Gate.io"",""HitBTC""]";Stox;Ethereum
STXk/BTC;"[""Binance""]";Blockstack;Bitcoin
STXk/USD;"[""Binance""]";Blockstack;US Dollar
STX/USD;"[""Gate.io"",""HitBTC""]";Stox;US Dollar
SUB/BTC;"[""HitBTC""]";Substratum;Bitcoin
SUB/ETH;"[""HitBTC""]";Substratum;Ethereum
SUB/INR;"[""Bitbns""]";Substratum;Indian Rupee
SUB/USD;"[""Synthetic""]";Substratum;US Dollar
SUPER/BTC;"[""YoBit""]";SuperCoin;Bitcoin
SUPER/USD;"[""Synthetic""]";SuperCoin;US Dollar
SUR/BTC;"[""HitBTC""]";Suretly;Bitcoin
SUR/ETH;"[""HitBTC""]";Suretly;Ethereum
SUR/USD;"[""HitBTC""]";Suretly;US Dollar
SUSHI/BTC;"[""Binance"",""Huobi""]";SushiSwap;Bitcoin
SUSHI/USD;"[""Binance"",""Huobi""]";SushiSwap;US Dollar
SWFTC/BTC;"[""HitBTC"",""Huobi"",""OKEx""]";SwftCoin;Bitcoin
SWFTC/ETH;"[""HitBTC"",""Huobi"",""OKEx""]";SwftCoin;Ethereum
SWFTC/USD;"[""HitBTC"",""OKEx""]";SwftCoin;US Dollar
SWIFT/USD;"[""Synthetic""]";Bitswift;US Dollar
SWING/BTC;"[""YoBit""]";Swing;Bitcoin
SWING/USD;"[""Synthetic""]";Swing;US Dollar
SWM/BTC;"[""HitBTC""]";Swarm;Bitcoin
SWM/USD;"[""Synthetic""]";Swarm;US Dollar
SWP/USD;"[""Synthetic""]";Swapcoin;US Dollar
SWT/BTC;"[""YoBit""]";Swarm City;Bitcoin
SWTH/ETH;"[""Switcheo Network""]";Switcheo;Ethereum
SWTH/NEO;"[""Switcheo Network""]";Switcheo;NEO
SWTH/USD;"[""Gate.io""]";Switcheo;US Dollar
SWT/USD;"[""Synthetic""]";Swarm City;US Dollar
SXC/USD;"[""Synthetic""]";Sexcoin;US Dollar
SXDT/BTC;"[""Crex24""]";Spectre.ai Dividend Token;Bitcoin
SXDT/USD;"[""Synthetic""]";Spectre.ai Dividend Token;US Dollar
SXP/BTC;"[""Kucoin""]";Swipe;Bitcoin
SXP/EUR;"[""Binance""]";Swipe;Euro
SXP/USD;"[""Bilaxy"",""Kucoin""]";Swipe;US Dollar
SYNX/BTC;"[""YoBit""]";Syndicate;Bitcoin
SYNX/USD;"[""Synthetic""]";Syndicate;US Dollar
SYS/BTC;"[""Binance"",""Bittrex"",""Upbit""]";SysCoin;Bitcoin
SYS/USD;"[""Synthetic""]";SysCoin;US Dollar
TAAS/BTC;"[""Livecoin""]";TaaS;Bitcoin
TAAS/USD;"[""Synthetic""]";TaaS;US Dollar
TAG/BTC;"[""YoBit""]";TagCoin;Bitcoin
TAGR/BTC;"[""YoBit""]";TAGRcoin;Bitcoin
TAGR/USD;"[""Synthetic""]";TAGRcoin;US Dollar
TAG/USD;"[""Synthetic""]";TagCoin;US Dollar
TAGZ5/ETH;"[""p2pb2b""]";TAGZ5;Ethereum
TAGZ5/USD;"[""Synthetic""]";TAGZ5;US Dollar
TAJ/USD;"[""Synthetic""]";TajCoin;US Dollar
TALK/USD;"[""Synthetic""]";BTCtalkcoin;US Dollar
TAU/ETH;"[""IDEX""]";Lamden;Ethereum
TAU/USD;"[""Synthetic""]";Lamden;US Dollar
TCC/BTC;"[""Mercatox""]";The ChampCoin;Bitcoin
TCC/ETH;"[""Mercatox""]";The ChampCoin;Ethereum
TCC/INR;"[""Synthetic""]";The ChampCoin;Indian Rupee
TCC/USD;"[""Synthetic""]";The ChampCoin;US Dollar
TCH/BTC;"[""Mercatox"",""Thore Exchange""]";Thore Cash;Bitcoin
TCH/ETH;"[""Mercatox""]";Thore Cash;Ethereum
TCHTRX/BTC;"[""Thore Exchange""]";ThoreCashTRX;Bitcoin
TCHTRX/USD;"[""Synthetic""]";ThoreCashTRX;US Dollar
TCH/USD;"[""Synthetic"",""Thore Exchange""]";Thore Cash;US Dollar
TCOIN/USD;"[""Synthetic""]";T-coin;US Dollar
TCR/USD;"[""Synthetic""]";TheCreed;US Dollar
TCT/BTC;"[""CoinEx"",""OKEx""]";TokenClub;Bitcoin
TCT/ETH;"[""CoinEx"",""Gate.io""]";TokenClub;Ethereum
TCT/USD;"[""Binance"",""Gate.io"",""OKEx""]";TokenClub;US Dollar
TEAMS/BTC;"[""Bit-Z""]";TokenStars;Bitcoin
TEAMS/ETH;"[""Bit-Z""]";TokenStars;Ethereum
TEAMS/USD;"[""Synthetic""]";TokenStars;US Dollar
TEAM/USD;"[""Synthetic""]";TeamUp;US Dollar
TEK/DOGE;"[""YoBit""]";TEKcoin;Dogecoin
TEK/USD;"[""Synthetic""]";TEKcoin;US Dollar
TEL/BTC;"[""Kucoin""]";Telcoin;Bitcoin
TEL/ETH;"[""Kucoin""]";Telcoin;Ethereum
TELL/USD;"[""Synthetic""]";Tellurion;US Dollar
TEL/USD;"[""Synthetic""]";Telcoin;US Dollar
TEN/BTC;"[""Tokenomy""]";Tokenomy;Bitcoin
TEN/USD;"[""Synthetic""]";Tokenomy;US Dollar
TER/BTC;"[""Livecoin""]";TerraNova;Bitcoin
TER/USD;"[""Synthetic""]";TerraNova;US Dollar
TFD/BTC;"[""Kucoin""]";TE-FOOD;Bitcoin
TFD/ETH;"[""IDEX"",""Kucoin""]";TE-FOOD;Ethereum
TFD/USD;"[""Synthetic""]";TE-FOOD;US Dollar
TFEUL/KRW;"[""Upbit""]";Theta Fuel;Korean Won
TFL/BTC;"[""Kucoin"",""YoBit""]";TrueFlip;Bitcoin
TFL/ETH;"[""Kucoin""]";TrueFlip;Ethereum
TFL/USD;"[""Synthetic""]";TrueFlip;US Dollar
TFUEL/BTC;"[""Binance""]";Theta Fuel;Bitcoin
TFUEL/ETH;"[""Gate.io""]";Theta Fuel;Ethereum
TFUEL/USD;"[""Binance"",""Gate.io""]";Theta Fuel;US Dollar
TGAME/ETH;"[""Hotbit""]";Truegame;Ethereum
TGAME/USD;"[""Synthetic""]";Truegame;US Dollar
TGT/USD;"[""Synthetic""]";Target Coin;US Dollar
THC/BTC;"[""Graviex""]";HempCoin;Bitcoin
THC/USD;"[""Synthetic""]";HempCoin;US Dollar
THE/BTC;"[""Thore Exchange""]";Thore Exchange;Bitcoin
THETA/BNB;"[""Binance""]";THETA;Binance Coin
THETA/BTC;"[""Binance"",""Hotbit"",""Huobi"",""OKEx""]";THETA;Bitcoin
THETA/ETH;"[""Binance"",""Gate.io"",""Hotbit"",""Huobi""]";THETA;Ethereum
THETA/KRW;"[""Bithumb"",""Upbit""]";THETA;Korean Won
THETA/USD;"[""Binance"",""Gate.io"",""Huobi"",""OKEx""]";THETA;US Dollar
THE/USD;"[""Synthetic""]";Thore Exchange;US Dollar
THR/BTC;"[""Crex24"",""Thore Exchange""]";ThoreCoin;Bitcoin
THR/USD;"[""Synthetic""]";ThoreCoin;US Dollar
THS/BTC;"[""Livecoin""]";TechShares;Bitcoin
THS/USD;"[""Synthetic""]";TechShares;US Dollar
THX/BTC;"[""Crex24"",""Thore Exchange""]";ThoreNext;Bitcoin
THX/USD;"[""Synthetic"",""Thore Exchange""]";ThoreNext;US Dollar
TIE/BTC;"[""YoBit""]";Ties.DB;Bitcoin
TIE/USD;"[""Synthetic""]";TIES Network;US Dollar
TIME/BTC;"[""YoBit""]";Chronobank;Bitcoin
TIME/USD;"[""Synthetic""]";Chronobank;US Dollar
TITn/USD;"[""Synthetic""]";Titcoin;US Dollar
TIT/USD;"[""Synthetic""]";TittieCoin;US Dollar
TIX/BTC;"[""Crex24""]";Blocktix;Bitcoin
TIX/USD;"[""Synthetic""]";Blocktix;US Dollar
TKN/USD;"[""Ethfinex""]";TokenCard;US Dollar
TKS/USD;"[""Synthetic""]";Tokes;US Dollar
TKY/BTC;"[""Kucoin""]";THEKEY;Bitcoin
TKY/ETH;"[""Kucoin""]";THEKEY;Ethereum
TKY/USD;"[""Kucoin"",""Synthetic""]";THEKEY;US Dollar
TLR/USD;"[""Synthetic""]";Taler Coin;US Dollar
TNB/BTC;"[""BigONE"",""Binance"",""Huobi""]";Time New Bank;Bitcoin
TNB/ETH;"[""Bibox"",""Huobi""]";Time New Bank;Ethereum
TNB/USD;"[""Synthetic""]";Time New Bank;US Dollar
TNC/BTC;"[""Gate.io""]";Trinity Network...;Bitcoin
TNC/ETH;"[""Gate.io""]";Trinity Network...;Ethereum
TNC/USD;"[""Gate.io"",""Synthetic""]";Trinity Network...;US Dollar
TNT/BTC;"[""HitBTC"",""Huobi""]";Tierion;Bitcoin
TNT/ETH;"[""HitBTC""]";Tierion;Ethereum
TNT/USD;"[""Gate.io"",""HitBTC""]";Tierion;US Dollar
TOA/USD;"[""Synthetic""]";ToaCoin;US Dollar
TODAY/USD;"[""Synthetic""]";TodayCoin;US Dollar
TOKC/BTC;"[""YoBit""]";TOKYO;Bitcoin
TOKC/USD;"[""YoBit""]";TOKYO;US Dollar
TOKEN/USD;"[""YoBit""]";SwapToken;US Dollar
TOK/USD;"[""Synthetic""]";Tokugawa;US Dollar
TOMO/BNB;"[""Binance DEX""]";TomoChain;Binance Coin
TOMO/BTC;"[""Hotbit"",""Kucoin""]";TomoChain;Bitcoin
TOMO/ETH;"[""Gate.io"",""Kucoin""]";TomoChain;Ethereum
TOMO/USD;"[""Binance"",""Gate.io"",""Synthetic""]";TomoChain;US Dollar
TOPAZ/USD;"[""Synthetic""]";Topaz Coin;US Dollar
TOPC/BTC;"[""Huobi""]";TopChain;Bitcoin
TOPC/ETH;"[""Huobi"",""OKEx""]";TopChain;Ethereum
TOPC/USD;"[""OKEx"",""ZB.COM""]";TopChain;US Dollar
TOR/USD;"[""Synthetic""]";Torcoin;US Dollar
TPAY/BTC;"[""BitForex"",""Liquid""]";TokenPay;Bitcoin
TPAY/USD;"[""BitForex"",""Synthetic""]";TokenPay;US Dollar
TRAC/BTC;"[""Kucoin""]";OriginTrail;Bitcoin
TRAC/ETH;"[""IDEX"",""Kucoin""]";OriginTrail;Ethereum
TRAC/USD;"[""Synthetic""]";OriginTrail;US Dollar
TRC/BTC;"[""SouthXchange""]";Terracoin;Bitcoin
TRCT/BTC;"[""Tidex""]";Tracto;Bitcoin
TRC/USD;"[""Synthetic""]";Terracoin;US Dollar
TRIA/USD;"[""Synthetic""]";Triaconta;US Dollar
TRICK/BTC;"[""YoBit""]";TrickyCoin;Bitcoin
TRICK/USD;"[""Synthetic""]";TrickyCoin;US Dollar
TRI/USD;"[""Synthetic""]";Triangles;US Dollar
TRK/USD;"[""Synthetic""]";Truckcoin;US Dollar
TROLL/BTC;"[""C-Patex""]";Trollcoin;Bitcoin
TROLL/USD;"[""Synthetic""]";Trollcoin;US Dollar
TRUE/BNB;"[""Binance DEX""]";TrueChain;Binance Coin
TRUE/BTC;"[""OKEx""]";TrueChain;Bitcoin
TRUE/ETH;"[""OKEx""]";TrueChain;Ethereum
TRUE/USD;"[""OKEx""]";TrueChain;US Dollar
TRUMP/BTC;"[""YoBit""]";TrumpCoin;Bitcoin
TRUMP/USD;"[""Synthetic""]";TrumpCoin;US Dollar
TRUST/USD;"[""Synthetic""]";TrustPlus;US Dollar
TRX/AUD;"[""Synthetic""]";TRON;Australian Dollar
TRX/BITCNY;"[""CoinTiger""]";TRON;bitCNY
TRX/BRL;"[""NovaDAX""]";TRON;Brazil Real
TRX/BTC;"[""Binance"",""Coinbene"",""COINEGG"",""OKEx""]";TRON;Bitcoin
TRX/CAD;"[""Synthetic""]";TRON;Canadian Dollar
TRX/CNY;"[""Synthetic""]";TRON;Chinese Yuan
TRX/ETH;"[""BitMart"",""Bitrue"",""Bit-Z"",""OKEx""]";TRON;Ethereum
TRX/EUR;"[""Synthetic""]";TRON;Euro
TRX/HKD;"[""Synthetic""]";TRON;Hong Kong Dollar
TRX/ILS;"[""Synthetic""]";TRON;Israeli Shekel
TRX/INR;"[""Bitbns"",""Synthetic""]";TRON;Indian Rupee
TRX/KRW;"[""Bithumb"",""Upbit""]";TRON;Korean Won
TRX/MXN;"[""Synthetic""]";TRON;Mexican Peso
TRX/MYR;"[""Synthetic""]";TRON;Malaysian Ringgit
TRX/PLN;"[""Synthetic""]";TRON;Polish Zloty
TRX/RUB;"[""Synthetic""]";TRON;Russian Ruble
TRX/SAR;"[""Synthetic""]";TRON;Saudi Riyal
TRX/SEK;"[""Synthetic""]";TRON;Swedish Krona
TRX/TRY;"[""Binance"",""BTCTurk"",""Koineks"",""Paribu"",""Synthetic""]";TRON;Turkish Lira
TRX/USD;"[""Binance"",""Bitrue"",""Huobi"",""OKEx""]";TRON;US Dollar
TRX/VND;"[""Synthetic""]";TRON;Vietnamese Dong
TRX/XRP;"[""Bitrue""]";TRON;XRP
TRX/ZAR;"[""Synthetic""]";TRON;South African Rand
TSE/USD;"[""Synthetic""]";Tattoocoin (Standard;US Dollar
TSL/USD;"[""Gate.io""]";Energo;US Dollar
TSR/USD;"[""ZB.COM""]";Tesra;US Dollar
TSTR/USD;"[""Synthetic""]";Tristar Coin;US Dollar
TTCP/ETH;"[""Bibox""]";TTC;Ethereum
TTCP/USD;"[""Synthetic""]";TTC;US Dollar
TUBE/BTC;"[""Bittrex"",""TradeOgre""]";BitTube;Bitcoin
TUBE/USD;"[""Synthetic""]";BitTube;US Dollar
TURBO/USD;"[""Synthetic""]";TurboCoin;US Dollar
TUSD/BRL;"[""Braziliex""]";TrueUSD;Brazil Real
TUSD/BTC;"[""CoinTiger"",""OKEx""]";TrueUSD;Bitcoin
TUSD/ETH;"[""Hotbit""]";TrueUSD;Ethereum
TUSD/USD;"[""Binance"",""BitMart"",""Coinsbit"",""OKEx""]";TrueUSD;US Dollar
TX/BTC;"[""YoBit""]";TransferCoin;Bitcoin
TX/USD;"[""Synthetic""]";TransferCoin;US Dollar
TZC/BTC;"[""Graviex""]";TrezarCoin;Bitcoin
TZC/USD;"[""Synthetic""]";TrezarCoin;US Dollar
UAHPAY/USD;"[""Synthetic""]";UAHPay;US Dollar
UBQ/BTC;"[""Bittrex""]";Ubiq;Bitcoin
UBQ/USD;"[""Synthetic""]";Ubiq;US Dollar
UBT/BTC;"[""Hotbit""]";Unibright;Bitcoin
UBTC/BTC;"[""YoBit""]";United Bitcoin;Bitcoin
UBTC/USD;"[""OKEx""]";United Bitcoin;US Dollar
UBT/ETH;"[""Hotbit"",""IDEX""]";Unibright;Ethereum
UBT/USD;"[""Synthetic""]";Unibright;US Dollar
UCA/BTC;"[""Crex24"",""STEX""]";UCA Coin;Bitcoin
UCA/USD;"[""Synthetic""]";UCA Coin;US Dollar
UFO/USD;"[""Synthetic""]";Uniform Fiscal...;US Dollar
UGC/BTC;"[""IDAX""]";ugChain;Bitcoin
UGC/USD;"[""Synthetic""]";ugChain;US Dollar
UIS/USD;"[""Synthetic""]";Unitus;US Dollar
UKG/BTC;"[""Bittrex""]";Unikoin Gold;Bitcoin
UKG/USD;"[""Synthetic""]";Unikoin Gold;US Dollar
ULA/USD;"[""Synthetic""]";Ulatech;US Dollar
UMA/BTC;"[""Coinbase Pro""]";UMA;Bitcoin
UMA/USD;"[""Coinbase Pro""]";UMA;US Dollar
UNB/USD;"[""Synthetic""]";UnbreakableCoin;US Dollar
UNC/USD;"[""Synthetic""]";UNCoin;US Dollar
UNI/BTC;"[""YoBit""]";Universe;Bitcoin
UNIC/USD;"[""Synthetic""]";UniCoin;US Dollar
UNIFY/BTC;"[""YoBit""]";Unify;Bitcoin
UNIFY/USD;"[""Synthetic"",""YoBit""]";Unify;US Dollar
UNIs/BTC;"[""Binance""]";Uniswap;Bitcoin
UNIs/EUR;"[""Binance"",""Kraken""]";Uniswap;Euro
UNIs/TRY;"[""Paribu""]";Uniswap;Turkish Lira
UNIs/USD;"[""Binance""]";Uniswap;US Dollar
UNIT/BTC;"[""YoBit""]";Universal Currency;Bitcoin
UNITS/BTC;"[""YoBit""]";GameUnits;Bitcoin
UNITS/USD;"[""Synthetic""]";GameUnits;US Dollar
UNIT/USD;"[""Synthetic""]";Universal Currency;US Dollar
UNI/USD;"[""Synthetic""]";Universe;US Dollar
UNRC/USD;"[""Livecoin""]";UniversalRoyalCoin;US Dollar
UPP/USD;"[""Synthetic""]";Sentinel Protocol;US Dollar
URC/USD;"[""Synthetic""]";Unrealcoin;US Dollar
URO/BTC;"[""YoBit""]";Uro;Bitcoin
URO/USD;"[""Synthetic""]";Uro;US Dollar
USC/BTC;"[""YoBit""]";Ultimate Secure Cash;Bitcoin
USC/USD;"[""Synthetic""]";Ultimate Secure Cash;US Dollar
?/USD;"[""Synthetic""]";Money;US Dollar
USDC/BTC;"[""OKEx""]";USD Coin;Bitcoin
USDC/KRW;"[""Korbit""]";USD Coin;Korean Won
USDC/USD;"[""Binance"",""BitMart"",""Hotbit"",""LATOKEN"",""OKEx"",""Synthetic""]";USD Coin;US Dollar
USDE/BTC;"[""YoBit""]";USDe;Bitcoin
USDE/USD;"[""YoBit""]";USDe;US Dollar
USDT/BRL;"[""Coinbene""]";Tether;Brazil Real
USDT/RUB;"[""Exmo""]";Tether;Russian Ruble
USDT/THB;"[""Bitkub"",""Satang Pro""]";Tether;Thai Baht
USDT/TRY;"[""BTCTurk"",""Koineks"",""Paribu"",""Vebitcoin""]";Tether;Turkish Lira
USDT/USD;"[""Bitfinex"",""Bittrex"",""Exmo"",""Kraken""]";Tether;US Dollar
USNBT/USD;"[""SouthXchange""]";NuBits;US Dollar
UTC/USD;"[""Synthetic""]";UltraCoin;US Dollar
UTK/BTC;"[""Huobi"",""Kucoin""]";UTRUST;Bitcoin
UTK/ETH;"[""Huobi"",""Kucoin""]";UTRUST;Ethereum
UTK/USD;"[""Ethfinex"",""OKEx"",""Synthetic""]";UTRUST;US Dollar
UTNP/BTC;"[""IDCM""]";Universa;Bitcoin
UTNP/ETH;"[""IDCM""]";Universa;Ethereum
UTNP/USD;"[""Synthetic""]";Universa;US Dollar
UTT/BTC;"[""HitBTC""]";United Traders Token;Bitcoin
UTT/ETH;"[""HitBTC""]";United Traders Token;Ethereum
UTT/USD;"[""HitBTC""]";United Traders Token;US Dollar
VAL/USD;"[""Synthetic""]";Valorbit;US Dollar
VASH/USD;"[""Synthetic""]";VPNCoin;US Dollar
VC/USD;"[""Synthetic""]";VirtualCoin;US Dollar
VEC2/BTC;"[""YoBit""]";VectorAI;Bitcoin
VEC2/USD;"[""Synthetic""]";VectorAI;US Dollar
VEE/BTC;"[""Bittrex"",""Upbit""]";BLOCKv;Bitcoin
VEE/USD;"[""Ethfinex""]";BLOCKv;US Dollar
VEGI/BTC;"[""SouthXchange""]";Veggie;Bitcoin
VEGI/USD;"[""SouthXchange""]";Veggie;US Dollar
VERI/BTC;"[""Mercatox""]";Veritaseum;Bitcoin
VERI/ETH;"[""Mercatox""]";Veritaseum;Ethereum
VERI/USD;"[""Synthetic""]";Veritaseum;US Dollar
VET/AUD;"[""Synthetic""]";VeChain;Australian Dollar
VET/BNB;"[""Binance""]";VeChain;Binance Coin
VET/BTC;"[""Binance"",""BitMart"",""HitBTC"",""Huobi""]";VeChain;Bitcoin
VET/CAD;"[""Synthetic""]";VeChain;Canadian Dollar
VET/CNY;"[""Synthetic""]";VeChain;Chinese Yuan
VET/ETH;"[""Binance"",""BitMart"",""HitBTC"",""Huobi""]";VeChain;Ethereum
VET/EUR;"[""Synthetic""]";VeChain;Euro
VET/HKD;"[""Synthetic""]";VeChain;Hong Kong Dollar
VET/ILS;"[""Synthetic""]";VeChain;Israeli Shekel
VET/INR;"[""Synthetic""]";VeChain;Indian Rupee
VET/KRW;"[""Synthetic""]";VeChain;Korean Won
VET/MXN;"[""Synthetic""]";VeChain;Mexican Peso
VET/MYR;"[""Synthetic""]";VeChain;Malaysian Ringgit
VET/PLN;"[""Synthetic""]";VeChain;Polish Zloty
VET/RUB;"[""Synthetic""]";VeChain;Russian Ruble
VET/SAR;"[""Synthetic""]";VeChain;Saudi Riyal
VET/SEK;"[""Synthetic""]";VeChain;Swedish Krona
VET/TRY;"[""Synthetic""]";VeChain;Turkish Lira
VET/USD;"[""Binance"",""BitMart"",""Huobi"",""LBank""]";VeChain;US Dollar
VET/VND;"[""Synthetic""]";VeChain;Vietnamese Dong
VET/ZAR;"[""Synthetic""]";VeChain;South African Rand
VEX/BTC;"[""BTC-Alpha"",""Tokenomy""]";Vexanium;Bitcoin
VEX/IDR;"[""Indodax""]";Vexanium;Indonesian Rupiah
VEX/USD;"[""BTC-Alpha""]";Vexanium;US Dollar
VIA/BTC;"[""Binance"",""Bittrex"",""YoBit""]";Viacoin;Bitcoin
VIA/USD;"[""Synthetic""]";Viacoin;US Dollar
VIB/BTC;"[""Binance"",""Bittrex"",""HitBTC""]";Viberate;Bitcoin
VIBE/BTC;"[""Binance"",""HitBTC""]";VIBE;Bitcoin
VIB/ETH;"[""Binance"",""Bittrex"",""HitBTC""]";Viberate;Ethereum
VIBE/USD;"[""Synthetic""]";VIBE;US Dollar
VIB/USD;"[""HitBTC""]";Viberate;US Dollar
VIDZ/USD;"[""Synthetic""]";PureVidz;US Dollar
VIP/USD;"[""Synthetic""]";VIP Tokens;US Dollar
VISIO/BTC;"[""YoBit""]";Visio;Bitcoin
VISIO/USD;"[""Synthetic""]";Visio;US Dollar
VITE/BTC;"[""OKEx""]";VITE;Bitcoin
VITE/USD;"[""Binance"",""Synthetic""]";VITE;US Dollar
VIU/USD;"[""Synthetic""]";Viuly;US Dollar
VIVO/USD;"[""Synthetic""]";VIVO;US Dollar
VLT/BTC;"[""YoBit""]";Veltor;Bitcoin
VLTC/USD;"[""Synthetic""]";Vault Coin;US Dollar
VLT/USD;"[""Synthetic""]";Veltor;US Dollar
VOLLAR/BTC;"[""Hotbit""]";V-Dimension;Bitcoin
VOLLAR/ETH;"[""Hotbit""]";V-Dimension;Ethereum
VOLLAR/USD;"[""Hotbit""]";V-Dimension;US Dollar
VOLT/BTC;"[""YoBit""]";Bitvolt;Bitcoin
VOLT/USD;"[""Synthetic""]";Bitvolt;US Dollar
VOX/USD;"[""Synthetic""]";Voxels;US Dollar
VOYA/USD;"[""Synthetic""]";Voyacoin;US Dollar
VPRC/USD;"[""Synthetic""]";VapersCoin;US Dollar
VRC/BTC;"[""Bittrex"",""COINEGG"",""Upbit""]";VeriCoin;Bitcoin
VRC/USD;"[""Synthetic""]";VeriCoin;US Dollar
VRM/BTC;"[""Livecoin""]";VeriumReserve;Bitcoin
VRM/USD;"[""Synthetic""]";VeriumReserve;US Dollar
VSL/USD;"[""Synthetic""]";vSlice;US Dollar
VSYS/BTC;"[""BitForex"",""Huobi"",""Kucoin""]";V Systems;Bitcoin
VSYS/USD;"[""Bitfinex"",""CoinAll"",""Huobi""]";V Systems;US Dollar
VTC/BTC;"[""Bittrex"",""COINEGG"",""Upbit"",""YoBit""]";Vertcoin;Bitcoin
VTC/KRW;"[""Upbit""]";Vertcoin;Korean Won
VTC/USD;"[""Synthetic""]";Vertcoin;US Dollar
VTR/USD;"[""Synthetic""]";vTorrent;US Dollar
VULC/BTC;"[""Crex24""]";VULCANO;Bitcoin
VULC/USD;"[""Synthetic""]";Vulcano;US Dollar
V/USD;"[""Synthetic""]";Version;US Dollar
WABI/BNB;"[""Binance""]";Wabi;Binance Coin
WABI/BTC;"[""Binance""]";Wabi;Bitcoin
WABI/USD;"[""Synthetic""]";Wabi;US Dollar
WAN/BNB;"[""Binance""]";Wanchain;Binance Coin
WAN/BTC;"[""Binance"",""Bitrue"",""Huobi""]";Wanchain;Bitcoin
WAN/ETH;"[""Binance"",""Huobi""]";Wanchain;Ethereum
WAN/USD;"[""Synthetic""]";Wanchain;US Dollar
WAN/XRP;"[""Bitrue""]";Wanchain;XRP
WARP/BTC;"[""YoBit""]";WARP;Bitcoin
WARP/USD;"[""Synthetic""]";WARP;US Dollar
WAVES/BCH;"[""CoinEx""]";Waves;Bitcoin Cash
WAVES/BNB;"[""Binance""]";Waves;Binance Coin
WAVES/BRL;"[""Coingecko""]";Waves;Brazil Real
WAVES/BTC;"[""Binance"",""Bittrex"",""Tidex"",""YoBit""]";Waves;Bitcoin
WAVES/ETH;"[""Binance"",""Bittrex""]";Waves;Ethereum
WAVES/EUR;"[""Kraken""]";Waves;Euro
WAVES/IDR;"[""BTC Indonesia""]";Waves;Indonesian Rupiah
WAVES/KRW;"[""Upbit""]";Waves;Korean Won
WAVES/RUB;"[""Exmo""]";Waves;Russian Ruble
WAVES/TRY;"[""Paribu""]";Waves;Turkish Lira
WAVES/USD;"[""Binance"",""Gate.io"",""LATOKEN"",""Paribu"",""Waves Decentralized Exchange""]";Waves;US Dollar
WAX/BTC;"[""Kucoin""]";WAX;Bitcoin
WAX/ETH;"[""HitBTC"",""Kucoin""]";WAX;Ethereum
WAX/USD;"[""Ethfinex"",""HitBTC"",""Synthetic""]";WAX;US Dollar
WAY/USD;"[""Synthetic""]";WayGuide;US Dollar
WBB/BTC;"[""YoBit""]";Wild Beast Block;Bitcoin
WBB/USD;"[""Synthetic""]";Wild Beast Block;US Dollar
WBTC/BTC;"[""Coinbase Pro"",""Huobi""]";Wrapped Bitcoin;Bitcoin
WBTC/USD;"[""Synthetic""]";Wrapped Bitcoin;US Dollar
WBX/BRL;"[""MercadoBitcoin""]";WiBX;Brazil Real
WBX/BTC;"[""ProBit Exchange""]";WiBX;Bitcoin
WBX/USD;"[""Coinbene""]";WiBX;US Dollar
WC/BTC;"[""Crex24""]";WINCOIN;Bitcoin
WCO/BTC;"[""SouthXchange""]";Winco;Bitcoin
WCO/USD;"[""Synthetic""]";Winco;US Dollar
WCT/BTC;"[""Tidex""]";Waves Community...;Bitcoin
WCT/USD;"[""Synthetic""]";Waves Community...;US Dollar
WC/USD;"[""Synthetic""]";WINCOIN;US Dollar
WDC/BTC;"[""NLexch""]";WorldCoin;Bitcoin
WDC/USD;"[""Synthetic""]";WorldCoin;US Dollar
WEB/USD;"[""Synthetic""]";Webchain;US Dollar
WGO/BTC;"[""Tidex""]";WavesGo;Bitcoin
WGO/USD;"[""Synthetic""]";WavesGo;US Dollar
WGR/BTC;"[""YoBit""]";Wagerr;Bitcoin
WGR/USD;"[""Synthetic""]";Wagerr;US Dollar
WICC/BNB;"[""Binance DEX""]";WaykiChain;Binance Coin
WICC/BTC;"[""Huobi""]";WaykiChain;Bitcoin
WICC/ETH;"[""Huobi""]";WaykiChain;Ethereum
WICC/USD;"[""Huobi""]";WaykiChain;US Dollar
WIC/USD;"[""Synthetic""]";Wi Coin;US Dollar
WILD/BTC;"[""Crex24""]";Wild Crypto;Bitcoin
WILD/ETH;"[""Crex24""]";Wild Crypto;Ethereum
WILD/USD;"[""Synthetic""]";Wild Crypto;US Dollar
WINGS/BTC;"[""CoinEx""]";Wings;Bitcoin
WINGS/ETH;"[""Gate.io""]";Wings;Ethereum
WINGS/USD;"[""Synthetic""]";Wings;US Dollar
WISH/BNB;"[""Binance DEX""]";MyWish;Binance Coin
WISH/USD;"[""Synthetic""]";MyWish;US Dollar
WMC/USD;"[""Synthetic""]";WMCoin;US Dollar
WOMEN/USD;"[""Synthetic""]";WomenCoin;US Dollar
